model_name,selection_score,cv_accuracy,cv_precision_macro,cv_recall_macro,cv_f1_macro,cv_f1_weighted,cv_quadratic_weighted_kappa,cv_ordinal_mae,cv_log_loss,cv_roc_auc_ovr_weighted,cv_pr_auc_ovr_weighted,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_f1_weighted,val_quadratic_weighted_kappa,val_ordinal_mae,val_log_loss,val_roc_auc_ovr_weighted,val_pr_auc_ovr_weighted
xgboost,1.0242517306442207,0.7573074639561629,0.7557193800618042,0.7272315324194142,0.7358308517289446,0.7513752542253794,0.8455887594575154,0.2967594116956309,0.4694960741281326,0.9396609054517532,0.8439030574049133,0.7619948641708338,0.7621451922564536,0.728122363451934,0.737259448816859,0.7548594106034723,0.8418626894455488,0.29598594404649275,0.4642007065549046,0.9410257189314781,0.8467414129653753
random_forest,0.9930985122562658,0.7563951511120592,0.7571068378741875,0.7280737175384484,0.719783793836025,0.7383114913654877,0.843146731550326,0.2986178816838896,0.5871668051266304,0.9351213106980323,0.8328018056158384,0.7486146776591431,0.747492875611443,0.7185172114686791,0.7091973329441285,0.7290082672923985,0.8346904261885624,0.31004189755372347,0.5824924193810692,0.935951672298658,0.8331194685681573
logistic_regression,0.9166820670552434,0.679958107744631,0.657043710089318,0.6448843779781431,0.6329541713894368,0.6580702432332601,0.8177785285150009,0.3774879568415293,0.6745736580863352,0.8877960730064961,0.690041534986848,0.6890120286525206,0.670485883712634,0.6547671413554053,0.6426183013770158,0.667198753059357,0.8151662435824888,0.3714015407487498,0.6753711525595576,0.8919691548840019,0.7015392561066023
